gcc_name11, mb_cat11, ste_name11, sa3_name11, sa2_main11, ste_code11, sa3_code11, sa4_name11, persons_usually_resident, sa4_code11, sa2_name11, gcc_code11, mb_code11, dwellings, sa1_main11
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031315","1","11603","Sydney - Blacktown",3,"116","Hassall Grove - Plumpton","1GSYD","10106470000",3,"11603131545"
"Greater Sydney","Residential","New South Wales","Mount Druitt","116031313","1","11603","Sydney - Blacktown",144,"116","Bidwill - Hebersham - Emerton","1GSYD","10105750000",52,"11603131333"
"Greater Sydney","Residential","New South Wales","Mount Druitt","116031316","1","11603","Sydney - Blacktown",145,"116","Lethbridge Park - Tregear","1GSYD","10105760000",44,"11603131606"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031316","1","11603","Sydney - Blacktown",0,"116","Lethbridge Park - Tregear","1GSYD","10105770000",0,"11603131630"
"Greater Sydney","Residential","New South Wales","Mount Druitt","116031316","1","11603","Sydney - Blacktown",156,"116","Lethbridge Park - Tregear","1GSYD","10105780000",49,"11603131605"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031316","1","11603","Sydney - Blacktown",0,"116","Lethbridge Park - Tregear","1GSYD","10105790000",0,"11603131602"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031316","1","11603","Sydney - Blacktown",0,"116","Lethbridge Park - Tregear","1GSYD","10105800000",0,"11603131634"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031316","1","11603","Sydney - Blacktown",0,"116","Lethbridge Park - Tregear","1GSYD","10105820000",0,"11603131602"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031316","1","11603","Sydney - Blacktown",0,"116","Lethbridge Park - Tregear","1GSYD","10105830000",0,"11603131610"
"Greater Sydney","Education","New South Wales","Mount Druitt","116031316","1","11603","Sydney - Blacktown",0,"116","Lethbridge Park - Tregear","1GSYD","10105840000",0,"11603131612"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031316","1","11603","Sydney - Blacktown",0,"116","Lethbridge Park - Tregear","1GSYD","10105850000",0,"11603131633"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031316","1","11603","Sydney - Blacktown",0,"116","Lethbridge Park - Tregear","1GSYD","10105860000",0,"11603131635"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031316","1","11603","Sydney - Blacktown",0,"116","Lethbridge Park - Tregear","1GSYD","10105890000",0,"11603131624"
"Greater Sydney","Education","New South Wales","Mount Druitt","116031315","1","11603","Sydney - Blacktown",110,"116","Hassall Grove - Plumpton","1GSYD","10106340000",55,"11603131536"
"Greater Sydney","Education","New South Wales","Mount Druitt","116031316","1","11603","Sydney - Blacktown",0,"116","Lethbridge Park - Tregear","1GSYD","10105900000",0,"11603131624"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031316","1","11603","Sydney - Blacktown",0,"116","Lethbridge Park - Tregear","1GSYD","10105910000",0,"11603131601"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031316","1","11603","Sydney - Blacktown",0,"116","Lethbridge Park - Tregear","1GSYD","10105920000",0,"11603131632"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031316","1","11603","Sydney - Blacktown",0,"116","Lethbridge Park - Tregear","1GSYD","10105940000",0,"11603131613"
"Greater Sydney","Education","New South Wales","Mount Druitt","116031316","1","11603","Sydney - Blacktown",0,"116","Lethbridge Park - Tregear","1GSYD","10105950000",0,"11603131615"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031316","1","11603","Sydney - Blacktown",0,"116","Lethbridge Park - Tregear","1GSYD","10105960000",0,"11603131616"
"Greater Sydney","Education","New South Wales","Mount Druitt","116031314","1","11603","Sydney - Blacktown",0,"116","Glendenning Dean Park","1GSYD","10106240000",0,"11603131409"
"Greater Sydney","Residential","New South Wales","Mount Druitt","116031313","1","11603","Sydney - Blacktown",133,"116","Bidwill - Hebersham - Emerton","1GSYD","10106080000",49,"11603131317"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031313","1","11603","Sydney - Blacktown",0,"116","Bidwill - Hebersham - Emerton","1GSYD","10106350000",0,"11603131329"
"Greater Sydney","Residential","New South Wales","Mount Druitt","116031316","1","11603","Sydney - Blacktown",157,"116","Lethbridge Park - Tregear","1GSYD","10105970000",50,"11603131616"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031316","1","11603","Sydney - Blacktown",0,"116","Lethbridge Park - Tregear","1GSYD","10105980000",0,"11603131615"
"Greater Sydney","Education","New South Wales","Mount Druitt","116031316","1","11603","Sydney - Blacktown",0,"116","Lethbridge Park - Tregear","1GSYD","10105990000",0,"11603131616"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031316","1","11603","Sydney - Blacktown",0,"116","Lethbridge Park - Tregear","1GSYD","10106000000",0,"11603131614"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031313","1","11603","Sydney - Blacktown",0,"116","Bidwill - Hebersham - Emerton","1GSYD","10106010000",0,"11603131302"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031313","1","11603","Sydney - Blacktown",0,"116","Bidwill - Hebersham - Emerton","1GSYD","10106020000",0,"11603131337"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031313","1","11603","Sydney - Blacktown",0,"116","Bidwill - Hebersham - Emerton","1GSYD","10106030000",0,"11603131322"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031313","1","11603","Sydney - Blacktown",0,"116","Bidwill - Hebersham - Emerton","1GSYD","10106040000",0,"11603131332"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031313","1","11603","Sydney - Blacktown",0,"116","Bidwill - Hebersham - Emerton","1GSYD","10106050000",0,"11603131319"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031313","1","11603","Sydney - Blacktown",0,"116","Bidwill - Hebersham - Emerton","1GSYD","10106060000",0,"11603131337"
